# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
  k141_111988_3       K16410       -   15.5   0.00015 stigmatellin polyketide synthase StiF
  k141_111988_3       K12430 3311.93   15.3   0.00021 4-hydroxyphenylalkanoate synthase [EC:2.3.1.261]
  k141_111988_3       K03778  341.67   15.2   0.00081 D-lactate dehydrogenase [EC:1.1.1.28]
  k141_111988_3       K13556       -   14.8    0.0013 UDP-N-acetyl-D-glucosamine:ribostamycin N-acetyl-D-glucosaminyltransferase [EC:2.4.1.285]
  k141_111988_3       K03499  124.07   14.1    0.0027 trk/ktr system potassium uptake protein
  k141_111988_3       K16384 4752.53   13.7   0.00025 polyene macrolide polyketide synthase
  k141_111988_3       K16418       -   13.3    0.0001 mycolactone core lactone polyketide synthase MlsA1
  k141_111988_3       K00042  397.83   13.3    0.0041 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]
  k141_111988_3       K24565 2177.43   13.2    0.0006 8,8a-deoxyoleandolide synthase 2
  k141_111988_3       K16401       -   12.7   0.00054 soraphen polyketide synthase A
  k141_111988_3       K15644 4040.30   12.5    0.0012 coronafacic acid polyketide synthase Cfa6
  k141_111988_3       K16386 6731.27   12.3   0.00098 polyene macrolide polyketide synthase
  k141_111988_3       K16373 3870.40   12.1    0.0011 niddamycin polyketide synthase 3
  k141_111988_3       K00015  420.40   12.1    0.0078 glyoxylate reductase [EC:1.1.1.26]
  k141_111988_3       K20082  306.73   11.6     0.015 O-methyltransferase StaMB [EC:2.1.1.139]
  k141_111988_3       K19208 10237.30   11.5    0.0013 candicidin polyketide synthase FscE
  k141_111988_3       K25634  409.27   10.9     0.019 2-oxoglutarate reductase [EC:1.1.1.399]
  k141_111988_3       K18855  311.17   10.8     0.026 UDP-N-acetylglucosamine 3-dehydrogenase [EC:1.1.1.374]
  k141_111988_3       K27305       -   10.3    0.0047 polyketide synthase / 4-carboxy-3-alkylbut-2-enoyl-[acp] decarboxylase [EC:4.1.1.125]
  k141_111988_3       K12436 3690.57   10.1    0.0041 mycoketide-CoA synthase [EC:2.3.1.295]
  k141_111988_3       K07119  331.43    9.3     0.065 prostaglandin reductase 3 [EC:1.3.1.48]
  k141_111988_3       K25855 4958.93    9.1     0.014 difficidin synthase DfnJ
  k141_111988_3       K19206 6741.57    8.2     0.018 pimaricinolide synthase PimS4
  k141_111988_3       K12442 2742.47    6.5     0.093 phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase C [EC:2.3.1.292]
* k141_111988_4       K10212   92.53   95.3   3.5e-28 glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]
* k141_111988_6       K07284   61.53   71.6     7e-21 sortase A [EC:3.4.22.70]
  k141_111988_6       K01867  133.03   12.5    0.0059 tryptophanyl-tRNA synthetase [EC:6.1.1.2]
* k141_111988_7       K03088   99.33  118.2   5.5e-35 RNA polymerase sigma-70 factor, ECF subfamily
  k141_111988_7       K23514  139.77   99.9     2e-29 RNA polymerase sigma-19 factor, ECF subfamily
  k141_111988_7       K24073  181.07   84.5     1e-24 RNA polymerase sigma factor CnrH
  k141_111988_7       K03091  190.47   40.8     2e-11 RNA polymerase sigma-E/F/G factor
  k141_111988_7       K03090  276.30   40.5   2.5e-11 RNA polymerase sigma-B factor
  k141_111988_7       K27000  106.80   26.7   3.6e-07 RNA polymerase sigma-H factor
  k141_111988_7       K02405  188.23   24.5   2.2e-06 RNA polymerase sigma factor FliA
  k141_111988_7       K26992   76.20   23.4   5.2e-06 RNA polymerase sigma-O factor
  k141_111988_7       K24072   89.77   20.0   4.9e-05 positive control factor
  k141_111988_7       K03087  426.27   14.1    0.0022 RNA polymerase nonessential primary-like sigma factor
  k141_111988_7       K09787   53.97   13.7    0.0068 uncharacterized protein
  k141_111988_7       K01994   90.60   13.6    0.0061 LuxR family transcriptional regulator, transcriptional regulator of spore coat protein
  k141_111988_7       K21685  118.37   13.2    0.0034 LuxR family transcriptional regulator, regulator of acetate metabolism
  k141_111988_7       K07685  261.03   12.3    0.0081 two-component system, NarL family, nitrate/nitrite response regulator NarP
  k141_111988_7       K11618  277.93   12.1      0.01 two-component system, NarL family, response regulator LiaR
  k141_111988_7       K07684  248.67   11.0     0.023 two-component system, NarL family, nitrate/nitrite response regulator NarL
  k141_111988_9       K03328  292.53   65.2   5.3e-19 polysaccharide transporter, PST family
  k141_111988_9       K15862  873.90   10.5     0.011 cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9]
  k141_111988_9       K27087   55.73    6.7      0.33 ESX secretion system protein EccD
  k141_111988_9       K05294  119.70    2.1       4.9 GPI inositol-deacylase [EC:3.-.-.-]
* k141_111988_10      K21471  150.80  175.6   3.4e-52 peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
  k141_111988_10      K19303  180.13  157.0   5.6e-47 murein DD-endopeptidase [EC:3.4.-.-]
  k141_111988_10      K13694  193.90  137.8   5.7e-41 murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
  k141_111988_10      K21473  260.70  133.4   1.3e-39 peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]
  k141_111988_10      K19224  192.73  133.1     2e-39 peptidoglycan DL-endopeptidase LytE [EC:3.4.-.-]
  k141_111988_10      K20742  178.83  125.9     3e-37 gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]
  k141_111988_10      K13695  200.63  124.5   6.4e-37 probable lipoprotein NlpC
  k141_111988_10      K19220  409.80   93.1   2.4e-27 peptidoglycan DL-endopeptidase CwlS [EC:3.4.-.-]
  k141_111988_10      K21474  331.80   90.5   1.5e-26 peptidoglycan DL-endopeptidase RipB [EC:3.4.-.-]
  k141_111988_10      K19223  435.23   89.6   2.4e-26 peptidoglycan DL-endopeptidase LytF [EC:3.4.-.-]
  k141_111988_10      K11060  668.80   55.9   3.5e-16 probable enterotoxin B
  k141_111988_10      K21687  168.30   50.2   3.5e-14 resuscitation-promoting factor RpfA
  k141_111988_10      K09934  139.73   35.9   5.9e-10 uncharacterized protein
  k141_111988_10      K16817  126.17   24.8   1.4e-06 HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]
  k141_111988_10      K23278  263.93   20.8     3e-05 phosphatidylethanolamine N-acyltransferase [EC:2.3.1.-]
  k141_111988_10      K23266  247.90   17.9   0.00019 retinoic acid receptor responder protein 3
  k141_111988_10      K25320  325.00   15.3   0.00092 Norovirus protein p48
  k141_111988_10      K26975  376.23   13.8    0.0032 Enterobacteria phage tail tip assembly protein K
  k141_111988_10      K08642  185.00   13.8    0.0027 LasA protease [EC:3.4.24.-]
  k141_111988_10      K09974  113.43   12.9    0.0059 uncharacterized protein
  k141_111988_10      K22810  335.53   12.0    0.0096 protein FAM84B
  k141_111988_11      K18653  481.07   10.9     0.017 3-dehydro-glucose-6-phosphate---glutamate transaminase [EC:2.6.1.104]
  k141_111988_11      K05957  438.93    8.0     0.096 L-glutamine:scyllo-inosose aminotransferase [EC:2.6.1.50]
  k141_111988_11      K15157   95.43    7.4      0.15 mediator of RNA polymerase II transcription subunit 15
  k141_111988_12      K07654  313.13  274.2   2.6e-82 two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]
  k141_111988_12      K02484  314.73  246.3   1.1e-73 two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
  k141_111988_12      K07653  365.93  203.1   9.6e-61 two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]
  k141_111988_12      K07640  411.80  201.7   2.8e-60 two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
  k141_111988_12      K07644  397.37  201.3   3.4e-60 two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
  k141_111988_12      K18940  387.37  198.1   3.4e-59 two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]
  k141_111988_12      K07639  432.23  198.0   3.2e-59 two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]
  k141_111988_12      K07651  514.93  189.8     1e-56 two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]
  k141_111988_12      K18072  478.93  180.2   8.7e-54 two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]
  k141_111988_12      K07636  324.60  175.6     2e-52 two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
  k141_111988_12      K07638  332.40  165.4   3.3e-49 two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
  k141_111988_12      K07652  464.83  164.7   4.5e-49 two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]
  k141_111988_12      K07649  406.37  164.6     4e-49 two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
  k141_111988_12      K10819  307.13  164.4   5.7e-49 histidine kinase [EC:2.7.13.3]
  k141_111988_12      K07711  282.47  162.6   1.9e-48 two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]
  k141_111988_12      K11383  434.77  151.7   4.1e-45 two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]
  k141_111988_12      K18345  352.17  150.8   6.3e-45 two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
  k141_111988_12      K07645  441.30  150.7   5.8e-45 two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
  k141_111988_12      K14980  317.93  150.5   8.7e-45 two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]
  k141_111988_12      K07648  562.00  150.5   7.8e-45 two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]
  k141_111988_12      K18351  287.27  150.0   8.1e-45 two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
  k141_111988_12      K07641  337.97  148.3   3.7e-44 two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]
  k141_111988_12      K07768  341.57  145.5   3.1e-43 two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]
  k141_111988_12      K07642  327.03  145.4   2.6e-43 two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]
  k141_111988_12      K07655  335.57  143.9   8.5e-43 two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]
  k141_111988_12      K07678  673.93  143.4   1.1e-42 two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
  k141_111988_12      K18143  312.17  142.0   2.8e-42 two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3]
  k141_111988_12      K19694  537.43  140.4     8e-42 two-component system, sensor histidine kinase ChiS
  k141_111988_12      K10681  355.27  135.9   1.9e-40 two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]
  k141_111988_12      K07656  622.40  135.2     3e-40 two-component system, OmpR family, sensor histidine kinase TrcS [EC:2.7.13.3]
  k141_111988_12      K20974  556.10  133.3   1.1e-39 two-component system, sensor histidine kinase [EC:2.7.13.3]
  k141_111988_12      K07646  239.03  133.2   1.3e-39 two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
  k141_111988_12      K02668  318.93  132.3   2.5e-39 two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
  k141_111988_12      K20971  442.80  131.1     5e-39 two-component system, sensor histidine kinase LadS
  k141_111988_12      K07709  325.50  129.7   2.1e-38 two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]
  k141_111988_12      K11354  467.03  128.9   1.8e-38 two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]
  k141_111988_12      K20487  292.57  128.2   5.1e-38 two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK [EC:2.7.13.3]
  k141_111988_12      K19609  388.60  123.5   1.1e-36 two-component system, OmpR family, sensor histidine kinase PfeS [EC:2.7.13.3]
  k141_111988_12      K07679  791.83  122.6   1.7e-36 two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]
  k141_111988_12      K14982  314.37  121.6   4.2e-36 two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]
  k141_111988_12      K11356  630.67  119.1   2.4e-35 two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
  k141_111988_12      K20975  345.07  118.1   5.2e-35 two-component system, sensor histidine kinase [EC:2.7.13.3]
  k141_111988_12      K02486  208.97  116.5   1.8e-34 two-component system, sensor kinase [EC:2.7.13.3]
  k141_111988_12      K10715  578.43  113.9   6.3e-34 two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]
  k141_111988_12      K20973  657.83  113.8   1.1e-33 two-component system, sensor histidine kinase SagS [EC:2.7.13.3]
  k141_111988_12      K07677  703.10  113.6   1.2e-33 two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]
  k141_111988_12      K08479  365.10  111.9   3.9e-33 two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]
  k141_111988_12      K11527  629.70  111.3   4.7e-33 two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
  k141_111988_12      K13598  296.10  107.2   9.1e-32 two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
  k141_111988_12      K07647  600.40  107.2   7.2e-32 two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]
  k141_111988_12      K07650  262.60  105.4   3.7e-31 two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]
  k141_111988_12      K14986  416.10  101.6   5.9e-30 two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]
  k141_111988_12      K11520  497.37  100.4   9.8e-30 two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]
  k141_111988_12      K14978  638.73   98.0   4.8e-29 two-component system, LuxR family, secretion system sensor histidine kinase SsrA
  k141_111988_12      K10909  532.10   96.6   1.2e-28 two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]
  k141_111988_12      K11328  560.87   96.2   2.3e-28 two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]
  k141_111988_12      K11357  411.20   95.6   3.5e-28 two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]
  k141_111988_12      K07710  387.67   94.4   8.3e-28 two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]
  k141_111988_12      K13924  362.47   93.7     8e-28 two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]
  k141_111988_12      K02482  275.57   93.7   1.2e-27 two-component system, NtrC family, sensor kinase [EC:2.7.13.3]
  k141_111988_12      K07769  697.00   91.7   3.7e-27 two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]
  k141_111988_12      K17060  755.17   91.2   5.7e-27 two-component system, sensor histidine kinase AauS [EC:2.7.13.3]
  k141_111988_12      K18350  275.10   91.0   9.9e-27 two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
  k141_111988_12      K07643  363.70   88.3   4.3e-26 two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]
  k141_111988_12      K10125  300.67   87.9     9e-26 two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]
  k141_111988_12      K07716  387.67   87.8     1e-25 two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]
  k141_111988_12      K10942  337.77   85.2   4.4e-25 two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]
  k141_111988_12      K13533  419.40   84.4   8.2e-25 two-component system, sporulation sensor kinase E [EC:2.7.13.3]
  k141_111988_12      K07708  285.73   83.6   1.3e-24 two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
  k141_111988_12      K20972  693.67   81.6   3.9e-24 two-component system, sensor histidine kinase RetS
  k141_111988_12      K15011  208.00   79.0   3.5e-23 two-component system, sensor histidine kinase RegB [EC:2.7.13.3]
  k141_111988_12      K19661  407.77   78.3   6.7e-23 two-component system, NtrC family, sensor histidine kinase HupT/HoxJ [EC:2.7.13.3]
  k141_111988_12      K08475  519.93   77.8   8.4e-23 two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]
  k141_111988_12      K19616  770.20   77.4   9.4e-23 two-component system, sensor histidine kinase and response regulator FitF [EC:2.7.13.3]
  k141_111988_12      K13587  366.33   75.3   3.3e-22 two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
  k141_111988_12      K13532  353.30   75.3   5.7e-22 two-component system, sporulation sensor kinase D [EC:2.7.13.3]
  k141_111988_12      K07637  236.97   73.8   1.5e-21 two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]
  k141_111988_12      K10916  319.97   71.7   4.5e-21 two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]
  k141_111988_12      K19692  705.60   71.4   6.1e-21 osomolarity two-component system, sensor histidine kinase TcsA [EC:2.7.13.3]
  k141_111988_12      K19621  468.40   70.6   1.3e-20 two-component system, sensor histidine kinase PhcS [EC:2.7.13.3]
  k141_111988_12      K19622  348.50   66.7   2.2e-19 two-component system, response regulator PhcR
  k141_111988_12      K02489 2278.73   66.4   1.4e-19 two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]
  k141_111988_12      K13040  396.23   64.3     7e-19 two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]
  k141_111988_12      K11711  473.10   62.5   3.2e-18 two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]
  k141_111988_12      K07698  412.93   62.4   3.7e-18 two-component system, sporulation sensor kinase C [EC:2.7.13.3]
  k141_111988_12      K18986  396.77   61.9   6.2e-18 two-component system, OmpR family, sensor kinase Ihk [EC:2.7.13.3]
  k141_111988_12      K19691  693.00   61.4   5.2e-18 osomolarity two-component system, sensor histidine kinase NIK1 [EC:2.7.13.3]
  k141_111988_12      K02491  489.83   57.8   9.6e-17 two-component system, sporulation sensor kinase A [EC:2.7.13.3]
  k141_111988_12      K07697  313.63   57.2   1.7e-16 two-component system, sporulation sensor kinase B [EC:2.7.13.3]
  k141_111988_12      K11629  365.10   56.1   4.4e-16 two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]
  k141_111988_12      K19081  294.83   53.0   3.5e-15 two-component system, OmpR family, sensor histidine kinase BraS/BceS [EC:2.7.13.3]
  k141_111988_12      K19077  418.17   51.2   1.2e-14 two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]
  k141_111988_12      K02476  529.90   49.2     3e-14 two-component system, CitB family, sensor kinase [EC:2.7.13.3]
  k141_111988_12      K11633  302.50   48.8   7.5e-14 two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]
